"Title","Year","DOI","score","title_dist","new_title","Project","Relation"
"Bioeconomic impacts of agroforestry policies in France.",2019,"10.1016/j.landusepol.2019.02.026",NA,NA,NA,"Beyonds","Top5"
"Biodiversity policy beyond economic growth",2020,"10.1007/978-3-030-50295-9",NA,NA,NA,"Beyonds","Top5"
"Biodiversity offsets and payments for environmental services: clarifying the family ties",2020,"10.1016/j.ecolecon.2019.106428",NA,NA,NA,"Beyonds","Top5"
"Beyond land cover change: towards a new generation of land use models",2019,"10.1016/j.cosust.2019.05.002",NA,NA,NA,"Beyonds","Top5"
"Bending the curve of terrestrial biodiversity needs an integrated strategy",2020,"10.3410/f.738650542.793578633",NA,NA,NA,"Beyonds","Top5"
"Assessing the emergence of pro-biodiversity practices in citizen scientists of a backyard butterfly survey",2020,"10.1016/j.scitotenv.2020.136842",NA,NA,NA,"Beyonds","Top5"
"Assessing nature-based solutions for transformative change",2021,"10.5871/bacop26/9780856726781.001",NA,NA,NA,"Beyonds","Top5"
"Agriculture and climate change are reshaping insect biodiversity worldwide",2022,"10.1038/s41586-022-04644-x",NA,NA,NA,"Beyonds","Top5"
"Agricultural diversification promotes multiple ecosystem services without compromising yield",2020,"10.3410/f.738985439.793580152",NA,NA,NA,"Beyonds","Top5"
"Advancing a toolkit of diverse futures approaches for global environmental assessments",2021,"10.1080/26395916.2021.1901783",NA,NA,NA,"Beyonds","Top5"
"Adaptation of land management in the Mediterranean under scenarios of irrigation water use and availability",2018,"10.1007/s11027-017-9761-0",NA,NA,NA,"Beyonds","Top5"
"Action needed for the EU Common Agricultural Policy to address sustainability challenges",2020,"10.4337/9781781002551.00012",NA,NA,NA,"Beyonds","Top5"
"A test of six simple indices to display the phenology of butterflies using a large multi-source database",2020,"10.1016/j.ecolind.2019.105885",NA,NA,NA,"Beyonds","Top5"
"A robustness-based viewpoint on the production-ecology trade-off in agroecosystems.",2018,"10.1016/j.agsy.2018.08.001",NA,NA,NA,"Beyonds","Top5"
"A review of the interactions between biodiversity, agriculture, climate change, and international trade: research and policy priorities",2021,"10.1016/j.oneear.2020.12.008",NA,NA,NA,"Beyonds","Top5"
"A new European land systems representation accounting for landscape characteristics",2021,"10.1007/s10980-021-01227-5",NA,NA,NA,"Beyonds","Top5"
"A greener path for the EU Common Agricultural Policy",2019,"10.1126/science.aax3146",NA,NA,NA,"Beyonds","Top5"
"What is conservation biology?",1985,"10.2307/1310054",NA,NA,NA,"Beyonds","Proposal"
"Using the Nature Futures Framework as a lens for developing plural land use scenarios for Europe for 2050",2023,"10.1016/j.gloenvcha.2023.102766",NA,NA,NA,"Beyonds","Proposal"
"Urgent need for post-growth climate mitigation scenarios",2021,"10.1038/s41560-021-00884-9",NA,NA,NA,"Beyonds","Proposal"
"Towards pathways bending the curve terrestrial biodiversity trends within the 21st century",2018,"10.21511/ee.08(1).2017.08",NA,NA,NA,"Beyonds","Proposal"
"The limits to growth",1972,"10.2307/3956765",NA,NA,NA,"Beyonds","Proposal"
"The database of the PREDICTS (projecting responses of ecological diversity in changing terrestrial systems) project",2017,"10.1016/bs.aecr.2017.12.003",NA,NA,NA,"Beyonds","Proposal"
"The causal nexus between energy consumption, carbon emissions and economic growth: New evidence from China, India and G7 countries using convergent cross mapping",2019,"10.1371/journal.pone.0217319",NA,NA,NA,"Beyonds","Proposal"
"Terrestrial Vertebrate Biodiversity Loss under Future Global Land Use Change Scenarios",2018,"10.3390/su10082764",NA,NA,NA,"Beyonds","Proposal"
"Research on degrowth",2018,"10.4324/9781315151205-23",NA,NA,NA,"Beyonds","Proposal"
"Reconciling agriculture and biodiversity in public policies: a bio-economic perspective.",2016,"10.1007/s10113-016-1023-2",NA,NA,NA,"Beyonds","Proposal"
"Projected landscape-scale repercussions of global action for climate and biodiversity protection",2023,"10.1038/s41467-023-38043-1",NA,NA,NA,"Beyonds","Proposal"
"Predicting land-use change for biodiversity conservation and climate-change mitigation and its effect on ecosystem services in a watershed in Japan",2014,"10.1016/j.ecoser.2014.02.004",NA,NA,NA,"Beyonds","Proposal"
"Optimization of the land use pattern in Horqin Sandy Land by using the CLUMondo model and Bayesian belief network",2020,"10.1016/j.scitotenv.2020.139929",NA,NA,NA,"Beyonds","Proposal"
"Modelling and projecting the response of local terrestrial biodiversity worldwide to land use and related pressures: the PREDICTS project",2018,"10.1016/bs.aecr.2017.12.003",NA,NA,NA,"Beyonds","Proposal"
"Material flow accounting: measuring global material use for sustainable development",2017,"10.1146/annurev-environ-102016-060726",NA,NA,NA,"Beyonds","Proposal"
"Managing without growth: slower by design, not disaster",2008,"10.4337/9781848442993.00016",NA,NA,NA,"Beyonds","Proposal"
"MAgPIE 4–a modular open-source framework for modeling global land systems",2019,"10.5194/gmd-12-1299-2019","32.907772",0,"MAgPIE 4 – a modular open-source framework for modeling global land systems","Beyonds","Proposal"
"Long-term anthropogenic and ecological dynamics of a Mediterranean landscape: Impacts on multiple taxa",2010,"10.1016/j.landurbplan.2010.03.007",NA,NA,NA,"Beyonds","Proposal"
"Linking ecosystem condition and ecosystem services: A methodological approach applied to European agroecosystems",2022,"10.1016/j.ecoser.2021.101387",NA,NA,NA,"Beyonds","Proposal"
"Limits to growth, sustainable development and environmental Kuznets curves: an examination of the environmental impact of economic development",1999,"10.1002/(sici)1099-1719(199905)7:2<87::aid-sd102>3.0.co;2-5","76.86864",0,"Limits to growth, sustainable development and environmental kuznets curves: an examination of the environmental impact of economic development","Beyonds","Proposal"
"Levers and leverage points for pathways to sustainability",2020,"10.1007/s11625-020-00872-0",NA,NA,NA,"Beyonds","Proposal"
"Land-use effects on local biodiversity in tropical forests vary between continents",2017,"10.1007/s10531-017-1356-2",NA,NA,NA,"Beyonds","Proposal"
"Land use biodiversity impacts embodied in international food trade",2016,"10.1016/j.gloenvcha.2016.03.013",NA,NA,NA,"Beyonds","Proposal"
"Land cover change or land-use intensification: simulating land system change with a global-scale land change model",2013,"10.1111/gcb.12331",NA,NA,NA,"Beyonds","Proposal"
"International review of IMAGE 3.0",2015,"10.9756/bijaip.8136",NA,NA,NA,"Beyonds","Proposal"
"Intensive human land uses negatively affect vertebrate functional diversity",2022,"10.1111/ele.13926/v1/review1",NA,NA,NA,"Beyonds","Proposal"
"Integrating degrowth and efficiency perspectives enables an emission-neutral food system by 2100",2022,"10.1038/s43016-022-00500-3",NA,NA,NA,"Beyonds","Proposal"
"Increasing impacts of land use on biodiversity and carbon sequestration driven by population and economic growth",2019,"10.1038/s41559-019-0824-3",NA,NA,NA,"Beyonds","Proposal"
"Impacts of global food supply on biodiversity via land use and climate change",2023,NA,NA,NA,NA,"Beyonds","Proposal"
"Harmonization of land-use scenarios for the period 1500–2100: 600 years of global gridded annual land-use transitions, wood harvest, and resulting secondary lands",2011,"10.1007/s10584-011-0153-2",NA,NA,NA,"Beyonds","Proposal"
"Growth, degrowth and climate change: A scenario analysis",2012,"10.1016/j.ecolecon.2011.04.013",NA,NA,NA,"Beyonds","Proposal"
"Global land use for 2015–2100 at 0.05 resolution under diverse socioeconomic and climate scenarios",2020,"10.1038/s41597-020-00669-x",NA,NA,NA,"Beyonds","Proposal"
"Global Futures: Modelling the Global Economic Impacts of Environmental Change to Support Policy-making-Technical Report",2020,NA,NA,NA,NA,"Beyonds","Proposal"
"Global food demand and the sustainable intensification of agriculture",2011,"10.1073/pnas.1116437108",NA,NA,NA,"Beyonds","Proposal"
"Global effects of land use on local terrestrial biodiversity",2015,"10.1038/nature14324",NA,0,"Global effects of land use on local terrestrial biodiversity.","Beyonds","Proposal"
"GCAM v5.1: representing the linkages between energy, water, land, climate, and economic systems",2019,"10.5194/gmd-2018-214-rc2",NA,NA,NA,"Beyonds","Proposal"
"Future Climate Change Under SSP Emission Scenarios With GISS‐ E2.1",2022,NA,NA,NA,NA,"Beyonds","Proposal"
"From gross domestic product to wellbeing: How alternative indicators can help connect the new economy with the Sustainable Development Goals",2019,"10.1177/2053019619869947",NA,NA,NA,"Beyonds","Proposal"
"Feasible alternatives to green growth",2020,"10.1038/s41893-020-0484-y",NA,NA,NA,"Beyonds","Proposal"
"Exploring Policy Interventions for a Just Low-Carbon Transition: A Scenario Discovery Approach",2021,NA,NA,NA,NA,"Beyonds","Proposal"
"Essential biodiversity variables",2013,"10.3410/f.717976094.793471328",NA,NA,NA,"Beyonds","Proposal"
"Economic prosperity, biodiversity conservation, and the environmental Kuznets curve",2009,"10.1016/j.ecolecon.2009.01.017",NA,NA,NA,"Beyonds","Proposal"
"Economic associations among causes of species endangerment in the United States",2000,"10.1641/0006-3568(2000)050[0593:eaacos]2.0.co;2","56.425537",0,"Economic Associations among Causes of Species Endangerment in the United States","Beyonds","Proposal"
"Demeter–A land use and land cover change disaggregation model",2018,"10.5334/jors.208",NA,NA,NA,"Beyonds","Proposal"
"Degrowth: a vocabulary for a new era",2014,"10.4324/9780203796146",NA,NA,NA,"Beyonds","Proposal"
"Decoupling debunked",2019,NA,NA,NA,NA,"Beyonds","Proposal"
"Crop pests and predators exhibit inconsistent responses to surrounding landscape composition",2018,"10.1201/9781315147130-12",NA,NA,NA,"Beyonds","Proposal"
"Beyond growth: the economics of sustainable development",1996,"10.2307/2624494",NA,NA,NA,"Beyonds","Proposal"
"Availability and proximity of natural habitat influence cropland biodiversity in forest biomes globally",2022,"10.1111/geb.13532",NA,NA,NA,"Beyonds","Proposal"
"Assessing the global environmental consequences of economic growth through the ecological footprint: a focus on China and India",2012,"10.1016/j.ecolind.2011.04.022",NA,NA,NA,"Beyonds","Proposal"
"Apports de la télédétection au calcul d’indicateurs agri-environnementaux au service de la PAC, des agriculteurs et porteurs d’enjeu",2021,"10.52638/rfpt.2021.518",NA,NA,NA,"Beyonds","Proposal"
"Agricultural public policy: Green or sustainable?",2014,"10.1016/j.ecolecon.2014.03.004",NA,NA,NA,"Beyonds","Proposal"
"Achievements and needs for the climate change scenario framework",2020,"10.5040/9781509941742.ch-004",NA,NA,NA,"Beyonds","Proposal"
"A socio-metabolic transition towards sustainability? Challenges for another Great Transformation",2011,"10.1002/sd.410",NA,NA,NA,"Beyonds","Proposal"
"A short presentation of CLUMondo",2018,"10.1007/978-3-319-60801-3_34",NA,NA,NA,"Beyonds","Proposal"
"A future land use simulation model (FLUS) for simulating multiple land use scenarios by coupling human and natural effects",2017,"10.1016/j.landurbplan.2017.09.019",NA,NA,NA,"Beyonds","Proposal"
"A degrowth scenario for biodiversity? Some methodological avenues and a call for collaboration",2022,NA,NA,NA,NA,"Beyonds","Proposal"
"1.5 C degrowth scenarios suggest the need for new mitigation pathways",2021,"10.1038/s41467-021-22884-9",NA,NA,NA,"Beyonds","Proposal"
"1 km land use/land cover change of China under comprehensive socioeconomic and climate scenarios for 2020–2100",2022,"10.1038/s41597-022-01204-w",NA,NA,NA,"Beyonds","Proposal"
